precision,recall,threshold
0.5,1.0,-0.027140948921442032
0.49743589743589745,0.9897959183673469,-0.02583940513432026
0.4948453608247423,0.9795918367346939,-0.024360904470086098
0.49740932642487046,0.9795918367346939,-0.024062545970082283
0.5,0.9795918367346939,-0.023971201851963997
0.4973821989528796,0.9693877551020408,-0.022732993587851524
0.49473684210526314,0.9591836734693877,-0.022104807198047638
0.49206349206349204,0.9489795918367347,-0.021829767152667046
0.4946808510638298,0.9489795918367347,-0.021209100261330605
0.4919786096256685,0.9387755102040817,-0.02048705890774727
0.4946236559139785,0.9387755102040817,-0.02011590264737606
0.4972972972972973,0.9387755102040817,-0.018338261172175407
0.5,0.9387755102040817,-0.017813418060541153
0.4972677595628415,0.9285714285714286,-0.017606208100914955
0.4945054945054945,0.9183673469387755,-0.017494650557637215
0.49171270718232046,0.9081632653061225,-0.01653331145644188
0.49444444444444446,0.9081632653061225,-0.0157393179833889
0.49162011173184356,0.8979591836734694,-0.015428508631885052
0.4887640449438202,0.8877551020408163,-0.015391318127512932
0.4915254237288136,0.8877551020408163,-0.015208481810986996
0.4943181818181818,0.8877551020408163,-0.015183198265731335
0.49142857142857144,0.8775510204081632,-0.013553787022829056
0.4942528735632184,0.8775510204081632,-0.013190409168601036
0.4913294797687861,0.8673469387755102,-0.01298542320728302
0.4883720930232558,0.8571428571428571,-0.012437007389962673
0.4853801169590643,0.8469387755102041,-0.012373531237244606
0.48823529411764705,0.8469387755102041,-0.011921198107302189
0.48520710059171596,0.8367346938775511,-0.01191565953195095
0.4880952380952381,0.8367346938775511,-0.01174506451934576
0.49101796407185627,0.8367346938775511,-0.011147853918373585
0.4879518072289157,0.826530612244898,-0.011125008575618267
0.48484848484848486,0.8163265306122449,-0.010945726186037064
0.4817073170731707,0.8061224489795918,-0.010800435207784176
0.48466257668711654,0.8061224489795918,-0.010439667850732803
0.48148148148148145,0.7959183673469388,-0.010416034609079361
0.4782608695652174,0.7857142857142857,-0.010353478603065014
0.48125,0.7857142857142857,-0.010303021408617496
0.4779874213836478,0.7755102040816326,-0.010271990671753883
0.4810126582278481,0.7755102040816326,-0.010265257209539413
0.47770700636942676,0.7653061224489796,-0.010174889117479324
0.4807692307692308,0.7653061224489796,-0.01014899741858244
0.4774193548387097,0.7551020408163265,-0.009948297403752804
0.474025974025974,0.7448979591836735,-0.009926609694957733
0.477124183006536,0.7448979591836735,-0.009922334924340248
0.47368421052631576,0.7346938775510204,-0.009841042570769787
0.4768211920529801,0.7346938775510204,-0.009697463363409042
0.48,0.7346938775510204,-0.009675148874521255
0.47651006711409394,0.7244897959183674,-0.009518640115857124
0.47297297297297297,0.7142857142857143,-0.009502447210252285
0.47619047619047616,0.7142857142857143,-0.00939912348985672
0.4794520547945205,0.7142857142857143,-0.009189480915665627
0.47586206896551725,0.7040816326530612,-0.008983118459582329
0.4791666666666667,0.7040816326530612,-0.008956161327660084
0.4825174825174825,0.7040816326530612,-0.008726934902369976
0.4788732394366197,0.6938775510204082,-0.008616447448730469
0.48226950354609927,0.6938775510204082,-0.008598520420491695
0.4785714285714286,0.6836734693877551,-0.008549963124096394
0.48201438848920863,0.6836734693877551,-0.0085088349878788
0.4782608695652174,0.673469387755102,-0.008446057327091694
0.48175182481751827,0.673469387755102,-0.0084398677572608
0.47794117647058826,0.6632653061224489,-0.008373536169528961
0.4740740740740741,0.6530612244897959,-0.008232899941504002
0.47761194029850745,0.6530612244897959,-0.008231054060161114
0.48120300751879697,0.6530612244897959,-0.008144289255142212
0.48484848484848486,0.6530612244897959,-0.00807469803839922
0.48091603053435117,0.6428571428571429,-0.007869086228311062
0.4846153846153846,0.6428571428571429,-0.007844017818570137
0.4806201550387597,0.6326530612244898,-0.007841132581233978
0.4765625,0.6224489795918368,-0.007763765752315521
0.48031496062992124,0.6224489795918368,-0.007719297427684069
0.48412698412698413,0.6224489795918368,-0.0076297917403280735
0.48,0.6122448979591837,-0.007528734393417835
0.47580645161290325,0.6020408163265306,-0.007338864728808403
0.4796747967479675,0.6020408163265306,-0.007317479234188795
0.48360655737704916,0.6020408163265306,-0.007238443475216627
0.4793388429752066,0.5918367346938775,-0.0070900991559028625
0.48333333333333334,0.5918367346938775,-0.007067051716148853
0.4789915966386555,0.5816326530612245,-0.00701544713228941
0.4830508474576271,0.5816326530612245,-0.006943698041141033
0.47863247863247865,0.5714285714285714,-0.006759123411029577
0.47413793103448276,0.5612244897959183,-0.006445028353482485
0.46956521739130436,0.5510204081632653,-0.0064259786158800125
0.47368421052631576,0.5510204081632653,-0.006369492504745722
0.4690265486725664,0.5408163265306123,-0.006334702018648386
0.4642857142857143,0.5306122448979592,-0.005820089019834995
0.46846846846846846,0.5306122448979592,-0.005765601061284542
0.4727272727272727,0.5306122448979592,-0.0057302918285131454
0.47706422018348627,0.5306122448979592,-0.0057097855024039745
0.48148148148148145,0.5306122448979592,-0.00562534062191844
0.48598130841121495,0.5306122448979592,-0.005612420849502087
0.49056603773584906,0.5306122448979592,-0.005538338329643011
0.49523809523809526,0.5306122448979592,-0.005521426908671856
0.5,0.5306122448979592,-0.005408267956227064
0.49514563106796117,0.5204081632653061,-0.004850882571190596
0.5,0.5204081632653061,-0.004651961848139763
0.504950495049505,0.5204081632653061,-0.004331815522164106
0.5,0.5102040816326531,-0.004185684956610203
0.5050505050505051,0.5102040816326531,-0.0039954641833901405
0.5,0.5,-0.0039333137683570385
0.4948453608247423,0.4897959183673469,-0.0039307111874222755
0.5,0.4897959183673469,-0.0037374808453023434
0.5052631578947369,0.4897959183673469,-0.0036432871129363775
0.5,0.47959183673469385,-0.0034278458915650845
0.4946236559139785,0.46938775510204084,-0.003422083333134651
0.4891304347826087,0.45918367346938777,-0.0033907005563378334
0.4945054945054945,0.45918367346938777,-0.003193785436451435
0.5,0.45918367346938777,-0.0031872137915343046
0.4943820224719101,0.4489795918367347,-0.0031075680162757635
0.5,0.4489795918367347,-0.002959788078442216
0.5057471264367817,0.4489795918367347,-0.002913825213909149
0.5,0.4387755102040816,-0.0025510049890726805
0.49411764705882355,0.42857142857142855,-0.002066973363980651
0.4880952380952381,0.41836734693877553,-0.0018839215626940131
0.4939759036144578,0.41836734693877553,-0.0018054456450045109
0.5,0.41836734693877553,-0.0017253127880394459
0.5061728395061729,0.41836734693877553,-0.0016120080836117268
0.5125,0.41836734693877553,-0.0011548899346962571
0.5189873417721519,0.41836734693877553,-0.0010236710077151656
0.5128205128205128,0.40816326530612246,-0.0009486326016485691
0.5064935064935064,0.3979591836734694,-0.0008406981942243874
0.5,0.3877551020408163,7.323989120777696e-05
0.49333333333333335,0.37755102040816324,9.31293616304174e-05
0.4864864864864865,0.3673469387755102,0.0007084788521751761
0.4794520547945205,0.35714285714285715,0.0009120971080847085
0.4861111111111111,0.35714285714285715,0.0009176959865726531
0.4788732394366197,0.3469387755102041,0.0014211558736860752
0.4857142857142857,0.3469387755102041,0.0015424867160618305
0.4927536231884058,0.3469387755102041,0.002161011565476656
0.4852941176470588,0.336734693877551,0.0026478420477360487
0.4925373134328358,0.336734693877551,0.002778079826384783
0.48484848484848486,0.32653061224489793,0.0037204246036708355
0.47692307692307695,0.3163265306122449,0.0038244451861828566
0.484375,0.3163265306122449,0.003956468775868416
0.47619047619047616,0.30612244897959184,0.004017386119812727
0.46774193548387094,0.29591836734693877,0.004412753041833639
0.45901639344262296,0.2857142857142857,0.004544018302112818
0.45,0.2755102040816326,0.00484640384092927
0.4406779661016949,0.2653061224489796,0.004853127058595419
0.43103448275862066,0.25510204081632654,0.0048629362136125565
0.43859649122807015,0.25510204081632654,0.004909602925181389
0.42857142857142855,0.24489795918367346,0.005265259649604559
0.43636363636363634,0.24489795918367346,0.0053503927774727345
0.42592592592592593,0.23469387755102042,0.005455384962260723
0.4339622641509434,0.23469387755102042,0.005670195445418358
0.4230769230769231,0.22448979591836735,0.005733765196055174
0.43137254901960786,0.22448979591836735,0.005773570388555527
0.42,0.21428571428571427,0.006537430454045534
0.42857142857142855,0.21428571428571427,0.006591875571757555
0.4166666666666667,0.20408163265306123,0.006778939161449671
0.425531914893617,0.20408163265306123,0.006910162977874279
0.43478260869565216,0.20408163265306123,0.007091528736054897
0.4444444444444444,0.20408163265306123,0.00714385649189353
0.4318181818181818,0.19387755102040816,0.007349721156060696
0.4186046511627907,0.1836734693877551,0.007442366797477007
0.42857142857142855,0.1836734693877551,0.007742526009678841
0.4146341463414634,0.17346938775510204,0.007925781421363354
0.4,0.16326530612244897,0.008661067113280296
0.41025641025641024,0.16326530612244897,0.008699188940227032
0.39473684210526316,0.15306122448979592,0.0092106768861413
0.40540540540540543,0.15306122448979592,0.01007622666656971
0.4166666666666667,0.15306122448979592,0.010186143219470978
0.4,0.14285714285714285,0.010234333574771881
0.38235294117647056,0.1326530612244898,0.010249951854348183
0.3939393939393939,0.1326530612244898,0.01099464576691389
0.40625,0.1326530612244898,0.012070461176335812
0.41935483870967744,0.1326530612244898,0.012469292618334293
0.43333333333333335,0.1326530612244898,0.012562151998281479
0.4482758620689655,0.1326530612244898,0.012577286921441555
0.4642857142857143,0.1326530612244898,0.012879915535449982
0.48148148148148145,0.1326530612244898,0.013410252518951893
0.5,0.1326530612244898,0.013744434341788292
0.48,0.12244897959183673,0.013994093984365463
0.4583333333333333,0.11224489795918367,0.01415504515171051
0.43478260869565216,0.10204081632653061,0.014488001354038715
0.45454545454545453,0.10204081632653061,0.014638490043580532
0.47619047619047616,0.10204081632653061,0.01541939191520214
0.5,0.10204081632653061,0.015522484667599201
0.5263157894736842,0.10204081632653061,0.015537567436695099
0.5555555555555556,0.10204081632653061,0.01617398113012314
0.5294117647058824,0.09183673469387756,0.01621030829846859
0.5625,0.09183673469387756,0.016234828159213066
0.6,0.09183673469387756,0.016339771449565887
0.5714285714285714,0.08163265306122448,0.016929129138588905
0.6153846153846154,0.08163265306122448,0.017313336953520775
0.5833333333333334,0.07142857142857142,0.017806893214583397
0.6363636363636364,0.07142857142857142,0.01805724762380123
0.6,0.061224489795918366,0.018177779391407967
0.5555555555555556,0.05102040816326531,0.01825249195098877
0.5,0.04081632653061224,0.01865462213754654
0.42857142857142855,0.030612244897959183,0.019121471792459488
0.5,0.030612244897959183,0.019334837794303894
0.6,0.030612244897959183,0.019843487069010735
0.75,0.030612244897959183,0.019913099706172943
0.6666666666666666,0.02040816326530612,0.020775752142071724
0.5,0.01020408163265306,0.02137431874871254
0.0,0.0,0.02151498571038246
