precision,recall,threshold
0.47058823529411764,1.0,-0.28764060139656067
0.4666666666666667,0.984375,-0.27532607316970825
0.4701492537313433,0.984375,-0.19605594873428345
0.46616541353383456,0.96875,-0.18342119455337524
0.4696969696969697,0.96875,-0.17307816445827484
0.4732824427480916,0.96875,-0.14896826446056366
0.47692307692307695,0.96875,-0.12425464391708374
0.4728682170542636,0.953125,-0.0474877655506134
0.4765625,0.953125,-0.014548204839229584
0.48031496062992124,0.953125,-0.008360959589481354
0.47619047619047616,0.9375,0.005448151379823685
0.472,0.921875,0.015455737709999084
0.47580645161290325,0.921875,0.028179865330457687
0.4715447154471545,0.90625,0.034810833632946014
0.47540983606557374,0.90625,0.08688292652368546
0.4793388429752066,0.90625,0.093813456594944
0.48333333333333334,0.90625,0.11174429953098297
0.48739495798319327,0.90625,0.12587516009807587
0.4915254237288136,0.90625,0.13831056654453278
0.49572649572649574,0.90625,0.14269281923770905
0.5,0.90625,0.15182718634605408
0.4956521739130435,0.890625,0.1615452915430069
0.49122807017543857,0.875,0.19724366068840027
0.48672566371681414,0.859375,0.22407189011573792
0.48214285714285715,0.84375,0.24051985144615173
0.4774774774774775,0.828125,0.25749996304512024
0.4727272727272727,0.8125,0.30331581830978394
0.46788990825688076,0.796875,0.3528681993484497
0.46296296296296297,0.78125,0.36699435114860535
0.4672897196261682,0.78125,0.3709937632083893
0.4716981132075472,0.78125,0.37920689582824707
0.47619047619047616,0.78125,0.3797498345375061
0.47115384615384615,0.765625,0.3832191824913025
0.46601941747572817,0.75,0.3860371708869934
0.46078431372549017,0.734375,0.3949310779571533
0.46534653465346537,0.734375,0.40886127948760986
0.46,0.71875,0.42104968428611755
0.46464646464646464,0.71875,0.425678014755249
0.46938775510204084,0.71875,0.44326865673065186
0.4639175257731959,0.703125,0.45253321528434753
0.4583333333333333,0.6875,0.45550134778022766
0.4631578947368421,0.6875,0.46214357018470764
0.46808510638297873,0.6875,0.4648822546005249
0.4731182795698925,0.6875,0.48645585775375366
0.4782608695652174,0.6875,0.4943757951259613
0.4835164835164835,0.6875,0.49586325883865356
0.4888888888888889,0.6875,0.49728497862815857
0.4943820224719101,0.6875,0.5230333805084229
0.5,0.6875,0.5358044505119324
0.4942528735632184,0.671875,0.535926103591919
0.5,0.671875,0.5403834581375122
0.49411764705882355,0.65625,0.5405166149139404
0.5,0.65625,0.5425729155540466
0.5060240963855421,0.65625,0.5527899265289307
0.5,0.640625,0.5538896322250366
0.49382716049382713,0.625,0.5577183961868286
0.5,0.625,0.558677077293396
0.4936708860759494,0.609375,0.5603957772254944
0.5,0.609375,0.5604840517044067
0.5064935064935064,0.609375,0.5772963762283325
0.5131578947368421,0.609375,0.5836009979248047
0.52,0.609375,0.589401125907898
0.5135135135135135,0.59375,0.612553596496582
0.5205479452054794,0.59375,0.6352808475494385
0.5277777777777778,0.59375,0.6402689218521118
0.5352112676056338,0.59375,0.6492125391960144
0.5285714285714286,0.578125,0.6591299772262573
0.5362318840579711,0.578125,0.6779053807258606
0.5441176470588235,0.578125,0.6816680431365967
0.5373134328358209,0.5625,0.6843971610069275
0.5454545454545454,0.5625,0.6856077909469604
0.5384615384615384,0.546875,0.6886731386184692
0.546875,0.546875,0.701790988445282
0.5555555555555556,0.546875,0.7083278894424438
0.5483870967741935,0.53125,0.7141154408454895
0.5409836065573771,0.515625,0.7214120626449585
0.55,0.515625,0.7230815887451172
0.559322033898305,0.515625,0.7237745523452759
0.5517241379310345,0.5,0.7238646745681763
0.543859649122807,0.484375,0.7245060205459595
0.5357142857142857,0.46875,0.7316846251487732
0.5272727272727272,0.453125,0.7378350496292114
0.5185185185185185,0.4375,0.7402567863464355
0.5094339622641509,0.421875,0.744329571723938
0.5,0.40625,0.749353289604187
0.49019607843137253,0.390625,0.7494399547576904
0.5,0.390625,0.7576234936714172
0.5102040816326531,0.390625,0.758885383605957
0.5,0.375,0.7774825096130371
0.5106382978723404,0.375,0.7792303562164307
0.5217391304347826,0.375,0.7832872867584229
0.5111111111111111,0.359375,0.7850443720817566
0.5227272727272727,0.359375,0.7890836596488953
0.5116279069767442,0.34375,0.793562650680542
0.5238095238095238,0.34375,0.8024855852127075
0.5121951219512195,0.328125,0.8067057132720947
0.525,0.328125,0.8105511665344238
0.5128205128205128,0.3125,0.8140738606452942
0.5263157894736842,0.3125,0.8194234371185303
0.5405405405405406,0.3125,0.8194589614868164
0.5277777777777778,0.296875,0.8314293622970581
0.5428571428571428,0.296875,0.8386201858520508
0.5588235294117647,0.296875,0.8391897678375244
0.5757575757575758,0.296875,0.8445757627487183
0.59375,0.296875,0.8631454706192017
0.5806451612903226,0.28125,0.8674889206886292
0.5666666666666667,0.265625,0.8682757616043091
0.5517241379310345,0.25,0.8903180360794067
0.5357142857142857,0.234375,0.8957109451293945
0.5185185185185185,0.21875,0.8960564136505127
0.5,0.203125,0.9036784172058105
0.48,0.1875,0.9082120656967163
0.4583333333333333,0.171875,0.9084393978118896
0.4782608695652174,0.171875,0.9094412326812744
0.5,0.171875,0.9134794473648071
0.5238095238095238,0.171875,0.9209116697311401
0.5,0.15625,0.9213190078735352
0.47368421052631576,0.140625,0.9218393564224243
0.5,0.140625,0.9278194904327393
0.5294117647058824,0.140625,0.9412700533866882
0.5625,0.140625,0.9433412551879883
0.6,0.140625,0.9448635578155518
0.5714285714285714,0.125,0.9504210948944092
0.5384615384615384,0.109375,0.9508213996887207
0.5,0.09375,0.9541788101196289
0.5454545454545454,0.09375,0.9562397003173828
0.6,0.09375,0.9622074365615845
0.6666666666666666,0.09375,0.964870810508728
0.75,0.09375,0.9768311977386475
0.7142857142857143,0.078125,0.978367805480957
0.6666666666666666,0.0625,0.9816414713859558
0.6,0.046875,0.9841169118881226
0.5,0.03125,0.9849488735198975
0.3333333333333333,0.015625,0.985104501247406
0.0,0.0,0.9947502017021179
0.0,0.0,0.9956081509590149
1.0,0.0,
