precision,recall,threshold
0.5,1.0,-0.9940619468688965
0.49748743718592964,0.99,-0.9821767807006836
0.5,0.99,-0.9784196019172668
0.49746192893401014,0.98,-0.958854079246521
0.49489795918367346,0.97,-0.9578515291213989
0.49743589743589745,0.97,-0.9491506218910217
0.4948453608247423,0.96,-0.9464973211288452
0.49740932642487046,0.96,-0.9010523557662964
0.5,0.96,-0.8758706450462341
0.4973821989528796,0.95,-0.870505690574646
0.49473684210526314,0.94,-0.8640626668930054
0.49206349206349204,0.93,-0.8384183049201965
0.4946808510638298,0.93,-0.7945364713668823
0.4919786096256685,0.92,-0.7696032524108887
0.4946236559139785,0.92,-0.7318558096885681
0.4918918918918919,0.91,-0.7077965140342712
0.4891304347826087,0.9,-0.6726040244102478
0.4918032786885246,0.9,-0.6517953872680664
0.4945054945054945,0.9,-0.649070680141449
0.4972375690607735,0.9,-0.6480387449264526
0.5,0.9,-0.6472606658935547
0.5027932960893855,0.9,-0.6365177631378174
0.5,0.89,-0.6332439184188843
0.5028248587570622,0.89,-0.628542423248291
0.5,0.88,-0.627195417881012
0.5028571428571429,0.88,-0.6168203353881836
0.5057471264367817,0.88,-0.604137122631073
0.5086705202312138,0.88,-0.6005357503890991
0.5116279069767442,0.88,-0.600440263748169
0.5146198830409356,0.88,-0.5554679036140442
0.5176470588235295,0.88,-0.5419987440109253
0.514792899408284,0.87,-0.5266223549842834
0.5119047619047619,0.86,-0.5237096548080444
0.5149700598802395,0.86,-0.5160807371139526
0.5180722891566265,0.86,-0.46205663681030273
0.5151515151515151,0.85,-0.4535679817199707
0.5121951219512195,0.84,-0.4294447898864746
0.5153374233128835,0.84,-0.41685062646865845
0.5185185185185185,0.84,-0.39475762844085693
0.515527950310559,0.83,-0.3755080997943878
0.51875,0.83,-0.37486663460731506
0.5220125786163522,0.83,-0.35636311769485474
0.5253164556962026,0.83,-0.3199670612812042
0.5222929936305732,0.82,-0.3179902732372284
0.5192307692307693,0.81,-0.309267520904541
0.5225806451612903,0.81,-0.3022524118423462
0.525974025974026,0.81,-0.2944382429122925
0.5294117647058824,0.81,-0.29222777485847473
0.5263157894736842,0.8,-0.29036247730255127
0.5231788079470199,0.79,-0.28679752349853516
0.52,0.78,-0.2623356282711029
0.5167785234899329,0.77,-0.2297402024269104
0.5135135135135135,0.76,-0.2090710550546646
0.5170068027210885,0.76,-0.1961115002632141
0.5205479452054794,0.76,-0.177974134683609
0.5241379310344828,0.76,-0.16997359693050385
0.5277777777777778,0.76,-0.1578323096036911
0.5314685314685315,0.76,-0.14467766880989075
0.528169014084507,0.75,-0.14123526215553284
0.5319148936170213,0.75,-0.13234755396842957
0.5357142857142857,0.75,-0.12994855642318726
0.539568345323741,0.75,-0.12856610119342804
